root,target,path,cost
2,3,null,null
2,4,4 <- 2,8
2,5,5 <- 2,15
2,6,6 <- 2,4
2,7,7 <- 6 <- 2,18
2,8,8 <- 4 <- 2,13
2,9,9 <- 2,4
2,10,10 <- 2,13
2,11,11 <- 2,7
2,12,12 <- 4 <- 2,18
2,13,null,null
2,14,14 <- 4 <- 2,15
2,15,15 <- 8 <- 4 <- 2,20
2,16,16 <- 10 <- 2,24
2,17,null,null
2,18,null,null
2,19,19 <- 2,9
2,20,20 <- 12 <- 4 <- 2,23
2,21,21 <- 14 <- 4 <- 2,17
2,22,22 <- 5 <- 2,29
2,23,23 <- 4 <- 2,15
2,24,24 <- 12 <- 4 <- 2,26
2,25,25 <- 4 <- 2,17
2,26,26 <- 9 <- 2,13
2,27,27 <- 22 <- 5 <- 2,31
2,28,28 <- 9 <- 2,10
2,29,29 <- 23 <- 4 <- 2,20
2,30,30 <- 26 <- 9 <- 2,23
2,31,31 <- 11 <- 2,13
2,32,32 <- 5 <- 2,19
2,33,33 <- 16 <- 10 <- 2,26
2,34,34 <- 11 <- 2,14
2,35,35 <- 2,10
2,36,36 <- 31 <- 11 <- 2,24
2,37,37 <- 28 <- 9 <- 2,18
2,38,null,null
2,39,39 <- 4 <- 2,13
2,40,40 <- 28 <- 9 <- 2,12
2,41,41 <- 39 <- 4 <- 2,22
2,42,42 <- 12 <- 4 <- 2,29
2,43,43 <- 5 <- 2,22
2,44,44 <- 31 <- 11 <- 2,19
2,45,45 <- 7 <- 6 <- 2,20
2,46,46 <- 4 <- 2,14
2,47,47 <- 40 <- 28 <- 9 <- 2,15
2,48,48 <- 2,4
2,49,49 <- 35 <- 2,13
2,50,50 <- 5 <- 2,29
2,51,51 <- 40 <- 28 <- 9 <- 2,26
2,52,52 <- 6 <- 2,19
2,53,53 <- 49 <- 35 <- 2,18
2,54,54 <- 28 <- 9 <- 2,17
2,55,55 <- 2,11
2,56,null,null
2,57,57 <- 43 <- 5 <- 2,33
2,58,58 <- 46 <- 4 <- 2,27
2,59,59 <- 44 <- 31 <- 11 <- 2,23
2,60,60 <- 42 <- 12 <- 4 <- 2,32
2,61,61 <- 19 <- 2,11
2,62,62 <- 43 <- 5 <- 2,24
2,63,63 <- 52 <- 6 <- 2,26
2,64,null,null
2,65,65 <- 28 <- 9 <- 2,20
2,66,66 <- 34 <- 11 <- 2,20
2,67,67 <- 31 <- 11 <- 2,19
2,68,68 <- 55 <- 2,16
2,69,69 <- 37 <- 28 <- 9 <- 2,20
2,70,70 <- 33 <- 16 <- 10 <- 2,39
2,71,71 <- 46 <- 4 <- 2,19
2,72,72 <- 33 <- 16 <- 10 <- 2,41
2,73,73 <- 55 <- 2,18
2,74,74 <- 61 <- 19 <- 2,15
2,75,75 <- 35 <- 2,22
2,76,76 <- 61 <- 19 <- 2,19
2,77,77 <- 71 <- 46 <- 4 <- 2,27
2,78,78 <- 49 <- 35 <- 2,25
2,79,79 <- 31 <- 11 <- 2,15
2,80,80 <- 40 <- 28 <- 9 <- 2,25
2,81,81 <- 40 <- 28 <- 9 <- 2,14
2,82,82 <- 55 <- 2,15
2,83,83 <- 44 <- 31 <- 11 <- 2,24
2,84,84 <- 48 <- 2,6
2,85,85 <- 61 <- 19 <- 2,16
2,86,86 <- 76 <- 61 <- 19 <- 2,21
2,87,87 <- 50 <- 5 <- 2,43
2,88,88 <- 53 <- 49 <- 35 <- 2,21
2,89,89 <- 39 <- 4 <- 2,19
2,90,90 <- 47 <- 40 <- 28 <- 9 <- 2,17
2,91,91 <- 49 <- 35 <- 2,16
2,92,92 <- 85 <- 61 <- 19 <- 2,18
2,93,93 <- 49 <- 35 <- 2,25
2,94,94 <- 70 <- 33 <- 16 <- 10 <- 2,46
2,95,95 <- 52 <- 6 <- 2,28
2,96,96 <- 92 <- 85 <- 61 <- 19 <- 2,27
2,97,97 <- 76 <- 61 <- 19 <- 2,22
2,98,98 <- 53 <- 49 <- 35 <- 2,33
2,99,99 <- 53 <- 49 <- 35 <- 2,24
2,100,100 <- 63 <- 52 <- 6 <- 2,31
3,4,null,null
3,5,null,null
3,6,6 <- 3,6
3,7,7 <- 3,3
3,8,8 <- 3,9
3,9,9 <- 3,11
3,10,null,null
3,11,null,null
3,12,12 <- 3,8
3,13,13 <- 3,2
3,14,null,null
3,15,15 <- 8 <- 3,16
3,16,null,null
3,17,17 <- 3,12
3,18,18 <- 3,14
3,19,19 <- 9 <- 3,23
3,20,20 <- 13 <- 3,9
3,21,21 <- 18 <- 3,26
3,22,22 <- 18 <- 3,18
3,23,null,null
3,24,24 <- 7 <- 3,16
3,25,25 <- 8 <- 3,22
3,26,26 <- 13 <- 3,9
3,27,27 <- 22 <- 18 <- 3,20
3,28,28 <- 9 <- 3,17
3,29,29 <- 3,5
3,30,30 <- 7 <- 3,9
3,31,31 <- 22 <- 18 <- 3,26
3,32,null,null
3,33,33 <- 3,14
3,34,null,null
3,35,null,null
3,36,36 <- 30 <- 7 <- 3,11
3,37,37 <- 33 <- 3,20
3,38,38 <- 13 <- 3,13
3,39,null,null
3,40,40 <- 7 <- 3,9
3,41,null,null
3,42,42 <- 12 <- 3,19
3,43,43 <- 17 <- 3,14
3,44,44 <- 13 <- 3,8
3,45,45 <- 7 <- 3,5
3,46,46 <- 28 <- 9 <- 3,21
3,47,47 <- 40 <- 7 <- 3,12
3,48,48 <- 7 <- 3,8
3,49,49 <- 8 <- 3,15
3,50,50 <- 33 <- 3,22
3,51,51 <- 30 <- 7 <- 3,13
3,52,52 <- 6 <- 3,21
3,53,53 <- 17 <- 3,18
3,54,54 <- 28 <- 9 <- 3,24
3,55,55 <- 30 <- 7 <- 3,18
3,56,56 <- 17 <- 3,19
3,57,57 <- 43 <- 17 <- 3,25
3,58,58 <- 30 <- 7 <- 3,24
3,59,59 <- 44 <- 13 <- 3,12
3,60,60 <- 42 <- 12 <- 3,22
3,61,61 <- 19 <- 9 <- 3,25
3,62,62 <- 43 <- 17 <- 3,16
3,63,63 <- 13 <- 3,5
3,64,64 <- 18 <- 3,28
3,65,65 <- 28 <- 9 <- 3,27
3,66,66 <- 53 <- 17 <- 3,27
3,67,67 <- 42 <- 12 <- 3,24
3,68,68 <- 51 <- 30 <- 7 <- 3,15
3,69,69 <- 37 <- 33 <- 3,22
3,70,70 <- 33 <- 3,27
3,71,71 <- 45 <- 7 <- 3,12
3,72,72 <- 33 <- 3,29
3,73,73 <- 55 <- 30 <- 7 <- 3,25
3,74,74 <- 38 <- 13 <- 3,19
3,75,75 <- 45 <- 7 <- 3,18
3,76,76 <- 45 <- 7 <- 3,18
3,77,77 <- 71 <- 45 <- 7 <- 3,20
3,78,78 <- 29 <- 3,11
3,79,79 <- 43 <- 17 <- 3,23
3,80,80 <- 40 <- 7 <- 3,22
3,81,81 <- 40 <- 7 <- 3,11
3,82,82 <- 55 <- 30 <- 7 <- 3,22
3,83,83 <- 44 <- 13 <- 3,13
3,84,84 <- 48 <- 7 <- 3,10
3,85,85 <- 61 <- 19 <- 9 <- 3,30
3,86,86 <- 76 <- 45 <- 7 <- 3,20
3,87,87 <- 50 <- 33 <- 3,36
3,88,88 <- 38 <- 13 <- 3,18
3,89,89 <- 78 <- 29 <- 3,20
3,90,90 <- 47 <- 40 <- 7 <- 3,14
3,91,91 <- 78 <- 29 <- 3,18
3,92,92 <- 47 <- 40 <- 7 <- 3,16
3,93,93 <- 78 <- 29 <- 3,17
3,94,94 <- 70 <- 33 <- 3,34
3,95,95 <- 56 <- 17 <- 3,23
3,96,96 <- 63 <- 13 <- 3,11
3,97,97 <- 76 <- 45 <- 7 <- 3,21
3,98,98 <- 53 <- 17 <- 3,33
3,99,99 <- 53 <- 17 <- 3,24
3,100,100 <- 63 <- 13 <- 3,10
4,5,5 <- 4,9
4,6,6 <- 4,14
4,7,7 <- 4,14
4,8,8 <- 4,5
4,9,9 <- 5 <- 4,22
4,10,null,null
4,11,null,null
4,12,12 <- 4,10
4,13,null,null
4,14,14 <- 4,7
4,15,15 <- 8 <- 4,12
4,16,null,null
4,17,null,null
4,18,null,null
4,19,19 <- 4,2
4,20,20 <- 12 <- 4,15
4,21,21 <- 14 <- 4,9
4,22,22 <- 5 <- 4,23
4,23,23 <- 4,7
4,24,24 <- 12 <- 4,18
4,25,25 <- 4,9
4,26,26 <- 9 <- 5 <- 4,31
4,27,27 <- 22 <- 5 <- 4,25
4,28,28 <- 9 <- 5 <- 4,28
4,29,29 <- 23 <- 4,12
4,30,30 <- 7 <- 4,20
4,31,31 <- 22 <- 5 <- 4,31
4,32,32 <- 5 <- 4,13
4,33,null,null
4,34,null,null
4,35,null,null
4,36,36 <- 29 <- 23 <- 4,22
4,37,37 <- 21 <- 14 <- 4,17
4,38,null,null
4,39,39 <- 4,5
4,40,40 <- 7 <- 4,20
4,41,41 <- 39 <- 4,14
4,42,42 <- 12 <- 4,21
4,43,43 <- 5 <- 4,16
4,44,44 <- 43 <- 5 <- 4,23
4,45,45 <- 7 <- 4,16
4,46,46 <- 4,6
4,47,47 <- 40 <- 7 <- 4,23
4,48,48 <- 7 <- 4,19
4,49,49 <- 8 <- 4,11
4,50,50 <- 5 <- 4,23
4,51,51 <- 30 <- 7 <- 4,24
4,52,52 <- 6 <- 4,29
4,53,53 <- 14 <- 4,16
4,54,54 <- 28 <- 9 <- 5 <- 4,35
4,55,55 <- 50 <- 5 <- 4,25
4,56,null,null
4,57,57 <- 43 <- 5 <- 4,27
4,58,58 <- 46 <- 4,19
4,59,59 <- 44 <- 43 <- 5 <- 4,27
4,60,60 <- 42 <- 12 <- 4,24
4,61,61 <- 19 <- 4,4
4,62,62 <- 43 <- 5 <- 4,18
4,63,63 <- 29 <- 23 <- 4,18
4,64,null,null
4,65,65 <- 28 <- 9 <- 5 <- 4,38
4,66,66 <- 53 <- 14 <- 4,25
4,67,67 <- 41 <- 39 <- 4,20
4,68,68 <- 51 <- 30 <- 7 <- 4,26
4,69,69 <- 46 <- 4,15
4,70,70 <- 22 <- 5 <- 4,35
4,71,71 <- 46 <- 4,11
4,72,null,null
4,73,73 <- 66 <- 53 <- 14 <- 4,30
4,74,74 <- 61 <- 19 <- 4,8
4,75,75 <- 45 <- 7 <- 4,29
4,76,76 <- 61 <- 19 <- 4,12
4,77,77 <- 71 <- 46 <- 4,19
4,78,78 <- 29 <- 23 <- 4,18
4,79,79 <- 43 <- 5 <- 4,25
4,80,80 <- 50 <- 5 <- 4,26
4,81,81 <- 39 <- 4,17
4,82,82 <- 61 <- 19 <- 4,14
4,83,83 <- 44 <- 43 <- 5 <- 4,28
4,84,84 <- 48 <- 7 <- 4,21
4,85,85 <- 61 <- 19 <- 4,9
4,86,86 <- 76 <- 61 <- 19 <- 4,14
4,87,87 <- 50 <- 5 <- 4,37
4,88,88 <- 46 <- 4,16
4,89,89 <- 39 <- 4,11
4,90,90 <- 47 <- 40 <- 7 <- 4,25
4,91,91 <- 49 <- 8 <- 4,14
4,92,92 <- 85 <- 61 <- 19 <- 4,11
4,93,93 <- 49 <- 8 <- 4,23
4,94,94 <- 70 <- 22 <- 5 <- 4,42
4,95,95 <- 52 <- 6 <- 4,38
4,96,96 <- 92 <- 85 <- 61 <- 19 <- 4,20
4,97,97 <- 76 <- 61 <- 19 <- 4,15
4,98,98 <- 53 <- 14 <- 4,31
4,99,99 <- 53 <- 14 <- 4,22
4,100,100 <- 63 <- 29 <- 23 <- 4,23
5,6,null,null
5,7,null,null
5,8,8 <- 5,7
5,9,9 <- 5,13
5,10,null,null
5,11,null,null
5,12,12 <- 8 <- 5,20
5,13,null,null
5,14,null,null
5,15,15 <- 8 <- 5,14
5,16,null,null
5,17,null,null
5,18,null,null
5,19,19 <- 9 <- 5,25
5,20,20 <- 12 <- 8 <- 5,25
5,21,21 <- 5,6
5,22,22 <- 5,14
5,23,null,null
5,24,24 <- 12 <- 8 <- 5,28
5,25,25 <- 5,10
5,26,26 <- 9 <- 5,22
5,27,27 <- 22 <- 5,16
5,28,28 <- 9 <- 5,19
5,29,null,null
5,30,30 <- 26 <- 9 <- 5,32
5,31,31 <- 22 <- 5,22
5,32,32 <- 5,4
5,33,null,null
5,34,null,null
5,35,null,null
5,36,36 <- 31 <- 22 <- 5,33
5,37,37 <- 21 <- 5,14
5,38,null,null
5,39,null,null
5,40,40 <- 27 <- 22 <- 5,18
5,41,null,null
5,42,42 <- 12 <- 8 <- 5,31
5,43,43 <- 5,7
5,44,44 <- 43 <- 5,14
5,45,null,null
5,46,46 <- 28 <- 9 <- 5,23
5,47,47 <- 40 <- 27 <- 22 <- 5,21
5,48,48 <- 42 <- 12 <- 8 <- 5,36
5,49,49 <- 8 <- 5,13
5,50,50 <- 5,14
5,51,51 <- 40 <- 27 <- 22 <- 5,32
5,52,null,null
5,53,53 <- 49 <- 8 <- 5,18
5,54,54 <- 28 <- 9 <- 5,26
5,55,55 <- 50 <- 5,16
5,56,null,null
5,57,57 <- 43 <- 5,18
5,58,58 <- 46 <- 28 <- 9 <- 5,36
5,59,59 <- 44 <- 43 <- 5,18
5,60,60 <- 42 <- 12 <- 8 <- 5,34
5,61,61 <- 19 <- 9 <- 5,27
5,62,62 <- 43 <- 5,9
5,63,63 <- 22 <- 5,16
5,64,null,null
5,65,65 <- 28 <- 9 <- 5,29
5,66,66 <- 53 <- 49 <- 8 <- 5,27
5,67,67 <- 31 <- 22 <- 5,28
5,68,68 <- 55 <- 50 <- 5,21
5,69,69 <- 37 <- 21 <- 5,16
5,70,70 <- 22 <- 5,26
5,71,71 <- 46 <- 28 <- 9 <- 5,28
5,72,null,null
5,73,73 <- 55 <- 50 <- 5,23
5,74,74 <- 37 <- 21 <- 5,22
5,75,75 <- 58 <- 46 <- 28 <- 9 <- 5,51
5,76,76 <- 66 <- 53 <- 49 <- 8 <- 5,31
5,77,77 <- 71 <- 46 <- 28 <- 9 <- 5,36
5,78,78 <- 49 <- 8 <- 5,25
5,79,79 <- 43 <- 5,16
5,80,80 <- 50 <- 5,17
5,81,81 <- 40 <- 27 <- 22 <- 5,20
5,82,82 <- 55 <- 50 <- 5,20
5,83,83 <- 44 <- 43 <- 5,19
5,84,84 <- 48 <- 42 <- 12 <- 8 <- 5,38
5,85,85 <- 61 <- 19 <- 9 <- 5,32
5,86,86 <- 76 <- 66 <- 53 <- 49 <- 8 <- 5,33
5,87,87 <- 50 <- 5,28
5,88,88 <- 53 <- 49 <- 8 <- 5,21
5,89,89 <- 78 <- 49 <- 8 <- 5,34
5,90,90 <- 47 <- 40 <- 27 <- 22 <- 5,23
5,91,91 <- 49 <- 8 <- 5,16
5,92,92 <- 47 <- 40 <- 27 <- 22 <- 5,25
5,93,93 <- 43 <- 5,16
5,94,94 <- 70 <- 22 <- 5,33
5,95,95 <- 66 <- 53 <- 49 <- 8 <- 5,42
5,96,96 <- 63 <- 22 <- 5,22
5,97,97 <- 76 <- 66 <- 53 <- 49 <- 8 <- 5,34
5,98,98 <- 53 <- 49 <- 8 <- 5,33
5,99,99 <- 53 <- 49 <- 8 <- 5,24
5,100,100 <- 63 <- 22 <- 5,21
6,7,7 <- 6,14
6,8,null,null
6,9,9 <- 6,13
6,10,null,null
6,11,null,null
6,12,null,null
6,13,null,null
6,14,null,null
6,15,15 <- 7 <- 6,28
6,16,null,null
6,17,null,null
6,18,null,null
6,19,19 <- 9 <- 6,25
6,20,null,null
6,21,null,null
6,22,null,null
6,23,null,null
6,24,24 <- 7 <- 6,27
6,25,null,null
6,26,26 <- 9 <- 6,22
6,27,null,null
6,28,28 <- 9 <- 6,19
6,29,null,null
6,30,30 <- 7 <- 6,20
6,31,null,null
6,32,null,null
6,33,null,null
6,34,null,null
6,35,null,null
6,36,36 <- 30 <- 7 <- 6,22
6,37,37 <- 28 <- 9 <- 6,27
6,38,null,null
6,39,null,null
6,40,40 <- 7 <- 6,20
6,41,null,null
6,42,null,null
6,43,null,null
6,44,null,null
6,45,45 <- 7 <- 6,16
6,46,46 <- 28 <- 9 <- 6,23
6,47,47 <- 40 <- 7 <- 6,23
6,48,48 <- 7 <- 6,19
6,49,49 <- 26 <- 9 <- 6,28
6,50,null,null
6,51,51 <- 30 <- 7 <- 6,24
6,52,52 <- 6,15
6,53,53 <- 49 <- 26 <- 9 <- 6,33
6,54,54 <- 28 <- 9 <- 6,26
6,55,55 <- 30 <- 7 <- 6,29
6,56,null,null
6,57,null,null
6,58,58 <- 30 <- 7 <- 6,35
6,59,59 <- 54 <- 28 <- 9 <- 6,35
6,60,null,null
6,61,61 <- 19 <- 9 <- 6,27
6,62,62 <- 58 <- 30 <- 7 <- 6,43
6,63,63 <- 52 <- 6,22
6,64,null,null
6,65,65 <- 28 <- 9 <- 6,29
6,66,66 <- 24 <- 7 <- 6,42
6,67,null,null
6,68,68 <- 51 <- 30 <- 7 <- 6,26
6,69,69 <- 37 <- 28 <- 9 <- 6,29
6,70,null,null
6,71,71 <- 45 <- 7 <- 6,23
6,72,null,null
6,73,73 <- 65 <- 28 <- 9 <- 6,33
6,74,74 <- 61 <- 19 <- 9 <- 6,31
6,75,75 <- 45 <- 7 <- 6,29
6,76,76 <- 45 <- 7 <- 6,29
6,77,77 <- 71 <- 45 <- 7 <- 6,31
6,78,78 <- 49 <- 26 <- 9 <- 6,40
6,79,79 <- 66 <- 24 <- 7 <- 6,52
6,80,80 <- 40 <- 7 <- 6,33
6,81,81 <- 40 <- 7 <- 6,22
6,82,82 <- 55 <- 30 <- 7 <- 6,33
6,83,83 <- 45 <- 7 <- 6,29
6,84,84 <- 48 <- 7 <- 6,21
6,85,85 <- 61 <- 19 <- 9 <- 6,32
6,86,86 <- 76 <- 45 <- 7 <- 6,31
6,87,null,null
6,88,88 <- 46 <- 28 <- 9 <- 6,33
6,89,89 <- 78 <- 49 <- 26 <- 9 <- 6,49
6,90,90 <- 47 <- 40 <- 7 <- 6,25
6,91,91 <- 49 <- 26 <- 9 <- 6,31
6,92,92 <- 52 <- 6,17
6,93,93 <- 47 <- 40 <- 7 <- 6,36
6,94,null,null
6,95,95 <- 52 <- 6,24
6,96,96 <- 92 <- 52 <- 6,26
6,97,97 <- 76 <- 45 <- 7 <- 6,32
6,98,98 <- 53 <- 49 <- 26 <- 9 <- 6,48
6,99,99 <- 53 <- 49 <- 26 <- 9 <- 6,39
6,100,100 <- 63 <- 52 <- 6,27
7,8,null,null
7,9,null,null
7,10,null,null
7,11,null,null
7,12,null,null
7,13,null,null
7,14,null,null
7,15,15 <- 7,14
7,16,null,null
7,17,null,null
7,18,null,null
7,19,null,null
7,20,null,null
7,21,null,null
7,22,null,null
7,23,null,null
7,24,24 <- 7,13
7,25,null,null
7,26,null,null
7,27,null,null
7,28,null,null
7,29,null,null
7,30,30 <- 7,6
7,31,null,null
7,32,null,null
7,33,null,null
7,34,null,null
7,35,null,null
7,36,36 <- 30 <- 7,8
7,37,37 <- 30 <- 7,21
7,38,null,null
7,39,null,null
7,40,40 <- 7,6
7,41,null,null
7,42,null,null
7,43,null,null
7,44,null,null
7,45,45 <- 7,2
7,46,null,null
7,47,47 <- 40 <- 7,9
7,48,48 <- 7,5
7,49,null,null
7,50,null,null
7,51,51 <- 30 <- 7,10
7,52,null,null
7,53,null,null
7,54,null,null
7,55,55 <- 30 <- 7,15
7,56,null,null
7,57,null,null
7,58,58 <- 30 <- 7,21
7,59,null,null
7,60,null,null
7,61,null,null
7,62,62 <- 58 <- 30 <- 7,29
7,63,null,null
7,64,null,null
7,65,null,null
7,66,66 <- 24 <- 7,28
7,67,null,null
7,68,68 <- 51 <- 30 <- 7,12
7,69,69 <- 37 <- 30 <- 7,23
7,70,null,null
7,71,71 <- 45 <- 7,9
7,72,null,null
7,73,73 <- 55 <- 30 <- 7,22
7,74,74 <- 37 <- 30 <- 7,29
7,75,75 <- 45 <- 7,15
7,76,76 <- 45 <- 7,15
7,77,77 <- 71 <- 45 <- 7,17
7,78,null,null
7,79,79 <- 66 <- 24 <- 7,38
7,80,80 <- 40 <- 7,19
7,81,81 <- 40 <- 7,8
7,82,82 <- 55 <- 30 <- 7,19
7,83,83 <- 45 <- 7,15
7,84,84 <- 48 <- 7,7
7,85,85 <- 82 <- 55 <- 30 <- 7,34
7,86,86 <- 76 <- 45 <- 7,17
7,87,null,null
7,88,null,null
7,89,null,null
7,90,90 <- 47 <- 40 <- 7,11
7,91,null,null
7,92,92 <- 47 <- 40 <- 7,13
7,93,93 <- 47 <- 40 <- 7,22
7,94,null,null
7,95,95 <- 66 <- 24 <- 7,43
7,96,96 <- 92 <- 47 <- 40 <- 7,22
7,97,97 <- 76 <- 45 <- 7,18
7,98,null,null
7,99,99 <- 83 <- 45 <- 7,29
7,100,null,null
8,9,null,null
8,10,null,null
8,11,null,null
8,12,12 <- 8,13
8,13,null,null
8,14,null,null
8,15,15 <- 8,7
8,16,null,null
8,17,null,null
8,18,null,null
8,19,null,null
8,20,20 <- 12 <- 8,18
8,21,null,null
8,22,null,null
8,23,null,null
8,24,24 <- 12 <- 8,21
8,25,25 <- 8,13
8,26,null,null
8,27,null,null
8,28,null,null
8,29,null,null
8,30,null,null
8,31,null,null
8,32,null,null
8,33,null,null
8,34,null,null
8,35,null,null
8,36,null,null
8,37,null,null
8,38,null,null
8,39,null,null
8,40,null,null
8,41,null,null
8,42,42 <- 12 <- 8,24
8,43,null,null
8,44,null,null
8,45,null,null
8,46,null,null
8,47,null,null
8,48,48 <- 42 <- 12 <- 8,29
8,49,49 <- 8,6
8,50,null,null
8,51,null,null
8,52,null,null
8,53,53 <- 49 <- 8,11
8,54,null,null
8,55,null,null
8,56,null,null
8,57,null,null
8,58,58 <- 24 <- 12 <- 8,30
8,59,null,null
8,60,60 <- 42 <- 12 <- 8,27
8,61,null,null
8,62,62 <- 58 <- 24 <- 12 <- 8,38
8,63,null,null
8,64,null,null
8,65,null,null
8,66,66 <- 53 <- 49 <- 8,20
8,67,67 <- 42 <- 12 <- 8,29
8,68,null,null
8,69,null,null
8,70,null,null
8,71,null,null
8,72,null,null
8,73,73 <- 66 <- 53 <- 49 <- 8,25
8,74,null,null
8,75,75 <- 58 <- 24 <- 12 <- 8,45
8,76,76 <- 66 <- 53 <- 49 <- 8,24
8,77,null,null
8,78,78 <- 49 <- 8,18
8,79,79 <- 66 <- 53 <- 49 <- 8,30
8,80,null,null
8,81,81 <- 67 <- 42 <- 12 <- 8,42
8,82,null,null
8,83,83 <- 79 <- 66 <- 53 <- 49 <- 8,45
8,84,84 <- 48 <- 42 <- 12 <- 8,31
8,85,null,null
8,86,86 <- 76 <- 66 <- 53 <- 49 <- 8,26
8,87,null,null
8,88,88 <- 53 <- 49 <- 8,14
8,89,89 <- 78 <- 49 <- 8,27
8,90,null,null
8,91,91 <- 49 <- 8,9
8,92,null,null
8,93,93 <- 49 <- 8,18
8,94,null,null
8,95,95 <- 66 <- 53 <- 49 <- 8,35
8,96,null,null
8,97,97 <- 76 <- 66 <- 53 <- 49 <- 8,27
8,98,98 <- 53 <- 49 <- 8,26
8,99,99 <- 53 <- 49 <- 8,17
8,100,null,null
9,10,null,null
9,11,null,null
9,12,null,null
9,13,null,null
9,14,null,null
9,15,null,null
9,16,null,null
9,17,null,null
9,18,null,null
